date,city,delivery_cost,marketing_cost,refunds_cost
2024-03-13,Bangalore,598366.93,159066.68,18478.73
2024-03-13,Delhi,472429.29,385530.72,121079.94
2024-03-13,Pune,647477.38,408797.95,141385.49
2024-03-13,Hyderabad,426649.62,396118.25,104886.12
2024-03-13,Chennai,247408.09,116602.36,19734.27
2024-03-13,Kolkata,364394.73,368775.04,151074.2
2024-03-14,Mumbai,485480.02,107152.19,143670.0
2024-03-14,Bangalore,263930.86,415548.97,67879.21
2024-03-14,Delhi,294827.17,226380.31,18395.46
2024-03-14,Pune,363682.38,270658.4,18788.35
2024-03-14,Hyderabad,470972.5,123539.76,154860.18
2024-03-14,Chennai,509989.09,290334.53,15074.74
2024-03-14,Kolkata,539538.71,230051.79,50793.87
2024-03-15,Mumbai,300088.91,403294.32,52826.65
2024-03-15,Bangalore,465809.37,276908.13,143225.01
2024-03-15,Delhi,574469.19,134911.81,86432.83
2024-03-15,Pune,323957.94,276990.67,144905.26
2024-03-15,Hyderabad,209340.17,383668.42,82365.1
2024-03-15,Chennai,216378.3,84851.16,20413.65
2024-03-15,Kolkata,338000.89,334872.69,100997.54
2024-03-16,Mumbai,467300.48,135843.87,16882.77
2024-03-16,Bangalore,186970.14,354865.97,125240.62
2024-03-16,Delhi,139390.2,317369.49,49972.09
2024-03-16,Pune,594030.4,305389.0,142018.39
2024-03-16,Hyderabad,284143.03,412556.79,127554.92
2024-03-16,Chennai,401519.73,321709.57,37412.29
2024-03-16,Kolkata,485850.37,199686.99,118604.69
2024-03-17,Mumbai,269836.85,209622.0,72749.0
2024-03-17,Bangalore,555093.89,368704.0,25554.02
2024-03-17,Delhi,556852.68,155334.4,146137.06
2024-03-17,Pune,555708.75,98182.05,28898.87
2024-03-17,Hyderabad,242429.91,418615.61,155068.97
2024-03-17,Chennai,152755.69,262724.61,55482.8
2024-03-17,Kolkata,302006.91,245489.07,149173.43
2024-03-18,Mumbai,274933.78,372386.3,97481.09
2024-03-18,Bangalore,222001.62,269704.1,22027.72
2024-03-18,Delhi,441753.89,91111.34,118527.41
2024-03-18,Pune,481673.09,272513.09,43137.34
2024-03-18,Hyderabad,268222.29,275722.21,133589.29
2024-03-18,Chennai,251335.19,303246.49,132976.61
2024-03-18,Kolkata,303841.44,313450.44,81690.73
2024-03-19,Mumbai,239160.22,150455.87,99834.71
2024-03-19,Bangalore,364810.01,129320.76,53130.24
2024-03-19,Delhi,312887.08,113045.95,83905.79
2024-03-19,Pune,473553.84,352891.51,155580.94
2024-03-19,Hyderabad,388686.6,115131.09,55132.83
2024-03-19,Chennai,494605.65,382252.03,50375.79
2024-03-19,Kolkata,399721.0,184933.46,29737.39
2024-03-20,Mumbai,178131.55,329386.7,92771.34
2024-03-20,Bangalore,185457.24,238590.98,21660.73
2024-03-20,Delhi,454689.5,388631.11,19032.88
2024-03-20,Pune,545448.18,293909.23,105868.65
2024-03-20,Hyderabad,133586.05,214335.94,91648.18
2024-03-20,Chennai,472248.59,229105.85,98711.79
2024-03-20,Kolkata,191771.02,80690.55,34325.91
2024-03-21,Mumbai,456769.0,311498.78,92135.06
2024-03-21,Bangalore,489182.82,382353.95,81995.78
2024-03-21,Delhi,518733.44,308444.06,86782.64
2024-03-21,Pune,530828.62,281721.65,72077.86
2024-03-21,Hyderabad,343802.91,256490.29,80659.05
2024-03-21,Chennai,181639.02,255906.47,140326.14
2024-03-21,Kolkata,189976.85,173942.15,24983.53
2024-03-22,Mumbai,170950.43,115138.75,103761.47
2024-03-22,Bangalore,408652.53,125066.57,137863.56
2024-03-22,Delhi,191185.33,263531.71,107843.6
2024-03-22,Pune,337550.44,220267.63,81924.85
2024-03-22,Hyderabad,279026.94,400360.02,143930.74
2024-03-22,Chennai,456255.38,247746.34,132992.5
2024-03-22,Kolkata,142257.99,283442.15,117190.52
2024-03-23,Mumbai,456974.2,357888.08,63633.92
2024-03-23,Bangalore,397280.9,161557.65,114555.23
2024-03-23,Delhi,303423.42,386808.2,27348.95
2024-03-23,Pune,647842.45,153537.13,73198.79
2024-03-23,Hyderabad,532913.58,309517.26,127320.64
2024-03-23,Chennai,557258.85,241712.92,158844.31
2024-03-23,Kolkata,592033.68,141046.5,38968.38
2024-03-24,Mumbai,242273.89,341525.27,126005.39
2024-03-24,Bangalore,368107.59,198096.9,67881.09
2024-03-24,Delhi,649161.99,111100.52,42891.82
2024-03-24,Pune,195814.22,230354.98,36560.87
2024-03-24,Hyderabad,397999.77,109417.93,112905.6
2024-03-24,Chennai,183099.89,171157.67,74274.82
2024-03-24,Kolkata,466433.57,206187.78,116791.51
2024-03-25,Mumbai,442701.54,139807.01,68657.04
2024-03-25,Bangalore,517145.29,286206.68,146743.08
2024-03-25,Delhi,308053.46,393773.77,60392.32
2024-03-25,Pune,391350.18,121547.05,58401.28
2024-03-25,Hyderabad,307600.34,81920.64,50708.0
2024-03-25,Chennai,202337.04,217767.06,146143.14
2024-03-25,Kolkata,272261.92,328892.74,99484.92
2024-03-26,Mumbai,600292.6,193080.28,42815.88
2024-03-26,Bangalore,154160.18,80831.7,35989.5
2024-03-26,Delhi,124588.38,382705.05,134571.25
2024-03-26,Pune,452439.16,143547.49,103819.93
2024-03-26,Hyderabad,572478.72,82899.02,147995.81
2024-03-26,Chennai,326800.96,357284.79,100002.74
2024-03-26,Kolkata,260600.43,189032.69,99426.21
2024-03-27,Mumbai,347131.13,287171.95,114839.31
2024-03-27,Bangalore,257284.34,349795.93,50899.45
2024-03-27,Delhi,421245.63,97466.49,125120.51
2024-03-27,Pune,317906.01,147997.27,29229.69
2024-03-27,Hyderabad,594093.08,197461.58,105650.55
2024-03-27,Chennai,362864.05,156449.65,49951.15
2024-03-27,Kolkata,581447.59,329324.96,71224.15
2024-03-28,Mumbai,598399.19,390708.54,55354.7
2024-03-28,Bangalore,354698.26,378645.63,20580.26
2024-03-28,Delhi,632221.27,291166.2,156799.82
2024-03-28,Pune,373056.69,406872.58,95345.64
2024-03-28,Hyderabad,370481.26,215921.95,19431.96
2024-03-28,Chennai,475796.71,297356.21,15246.88
2024-03-28,Kolkata,509516.37,298848.82,96670.86
2024-03-29,Mumbai,234699.48,399003.21,28842.97
2024-03-29,Bangalore,639446.93,90959.96,72467.87
2024-03-29,Delhi,595975.17,91680.72,147121.06
2024-03-29,Pune,385826.7,415067.75,95369.25
2024-03-29,Hyderabad,616795.85,323442.5,33667.32
2024-03-29,Chennai,306118.45,251058.13,109438.68
2024-03-29,Kolkata,584321.6,279303.35,103778.94
2024-03-30,Mumbai,214099.93,272084.63,37845.09
2024-03-30,Bangalore,559728.19,321734.89,94332.51
2024-03-30,Delhi,164344.17,84607.95,38119.24
2024-03-30,Pune,400123.17,385931.01,84433.11
2024-03-30,Hyderabad,619801.22,150856.42,46509.55
2024-03-30,Chennai,646709.34,84537.72,98704.1
2024-03-30,Kolkata,317412.12,156716.98,120591.31
2024-03-31,Mumbai,372560.38,347458.76,45523.59
2024-03-31,Bangalore,152093.7,276441.9,29540.09
2024-03-31,Delhi,592927.6,341679.14,101042.9
2024-03-31,Pune,441479.28,155944.78,21246.32
2024-03-31,Hyderabad,384396.85,207703.55,61106.07
2024-03-31,Chennai,344295.11,373608.73,41602.57
2024-03-31,Kolkata,175137.46,132759.1,153868.76
2024-04-01,Mumbai,635711.5,390597.73,122257.54
2024-04-01,Bangalore,368486.8,393024.72,124036.16
2024-04-01,Delhi,264962.83,356379.2,73533.05
2024-04-01,Pune,610217.34,151515.84,27250.83
2024-04-01,Hyderabad,363892.95,196939.06,44388.53
2024-04-01,Chennai,176436.71,251781.74,85060.07
2024-04-01,Kolkata,574954.13,171817.73,28390.47
2024-04-02,Mumbai,213940.74,130960.33,125251.76
2024-04-02,Bangalore,278539.98,130147.14,113660.09
2024-04-02,Delhi,638810.96,126441.82,29619.94
2024-04-02,Pune,605515.25,289085.79,71700.55
2024-04-02,Hyderabad,569193.2,228235.44,92976.89
2024-04-02,Chennai,421825.73,259785.04,111441.08
2024-04-02,Kolkata,361694.16,86288.99,67387.87
2024-04-03,Mumbai,407665.47,219565.78,46828.63
2024-04-03,Bangalore,611967.45,279296.17,131688.42
2024-04-03,Delhi,287990.6,122597.65,135715.67
2024-04-03,Pune,582274.12,384012.18,25361.96
2024-04-03,Hyderabad,628026.29,262133.29,48410.85
2024-04-03,Chennai,505036.36,342536.14,75885.69
2024-04-03,Kolkata,527201.95,338699.39,157812.99
2024-04-04,Mumbai,523341.34,98360.28,79608.45
2024-04-04,Bangalore,413061.62,138373.48,111569.49
2024-04-04,Delhi,206394.59,163184.27,50986.51
2024-04-04,Pune,419294.37,153558.5,133427.1
2024-04-04,Hyderabad,634618.8,391622.9,24621.89
2024-04-04,Chennai,557047.86,388575.75,71412.35
2024-04-04,Kolkata,429338.42,251215.42,42437.2
2024-04-05,Mumbai,579002.45,175191.43,132628.46
2024-04-05,Bangalore,255672.01,371872.22,146274.67
2024-04-05,Delhi,196883.21,131675.11,71618.43
2024-04-05,Pune,487188.96,260196.65,40748.14
2024-04-05,Hyderabad,464378.0,381855.33,56092.34
2024-04-05,Chennai,444263.81,189392.74,142216.94
2024-04-05,Kolkata,489463.8,231230.82,70366.72
2024-04-06,Mumbai,452665.29,89839.63,69809.8
2024-04-06,Bangalore,494356.73,265855.04,110174.48
2024-04-06,Delhi,456488.96,350239.72,22169.63
2024-04-06,Pune,371049.94,226673.74,52620.6
2024-04-06,Hyderabad,197415.48,262675.71,152716.89
2024-04-06,Chennai,625254.78,200177.78,39554.13
2024-04-06,Kolkata,350596.14,301318.54,17929.42
2024-04-07,Mumbai,287388.53,138978.75,116988.02
2024-04-07,Bangalore,365056.47,116880.35,19337.15
2024-04-07,Delhi,496610.14,137806.37,82326.64
2024-04-07,Pune,405266.51,80433.11,73852.66
2024-04-07,Hyderabad,238862.9,133679.07,66939.13
2024-04-07,Chennai,230802.02,396902.28,151952.79
2024-04-07,Kolkata,470147.25,234592.78,114880.39
2024-04-08,Mumbai,516689.35,188652.94,147058.56
2024-04-08,Bangalore,127252.39,275696.28,103000.75
2024-04-08,Delhi,401485.96,381963.48,69429.27
2024-04-08,Pune,192654.33,275537.4,125309.19
2024-04-08,Hyderabad,142536.87,358920.25,130353.43
2024-04-08,Chennai,526523.9,312978.11,18409.12
2024-04-08,Kolkata,131828.45,360094.39,84550.78
2024-04-09,Mumbai,372210.24,113712.2,158530.81
2024-04-09,Bangalore,405196.45,195204.69,111879.16
2024-04-09,Delhi,244789.72,386843.74,81217.34
2024-04-09,Pune,442152.43,95669.67,18371.2
2024-04-09,Hyderabad,191795.36,214443.48,46135.29
2024-04-09,Chennai,222516.15,120567.27,141504.63
2024-04-09,Kolkata,480152.05,102647.25,98178.73
2024-04-10,Mumbai,380592.37,260625.99,116408.58
2024-04-10,Bangalore,258799.7,171957.34,69611.58
2024-04-10,Delhi,124656.7,263202.1,65907.68
2024-04-10,Pune,638414.47,257632.19,100788.09
2024-04-10,Hyderabad,349412.29,149259.66,145679.56
2024-04-10,Chennai,439081.26,322548.31,153470.19
2024-04-10,Kolkata,284450.86,384583.25,49674.24
2024-04-11,Mumbai,123792.45,202399.93,34843.35
2024-04-11,Bangalore,171314.88,89791.57,137272.79
2024-04-11,Delhi,421641.41,315484.16,26908.33
2024-04-11,Pune,281962.48,188951.41,145513.12
2024-04-11,Hyderabad,619047.47,338924.11,96308.0
2024-04-11,Chennai,549819.1,116758.92,158255.95
2024-04-11,Kolkata,634781.19,138106.28,99387.59
2024-04-12,Mumbai,426973.34,366831.44,142503.49
2024-04-12,Bangalore,147861.72,153737.86,158605.16
2024-04-12,Delhi,497067.3,101601.26,153097.19
2024-04-12,Pune,139511.64,261787.53,102694.96
2024-04-12,Hyderabad,207875.79,293910.62,22924.98
2024-04-12,Chennai,332164.22,328373.22,115030.14
2024-04-12,Kolkata,604145.72,177267.34,21704.8
2024-04-13,Mumbai,282857.41,319777.24,72508.74
2024-04-13,Bangalore,275987.85,256595.36,108495.92
2024-04-13,Delhi,355936.08,355998.77,21908.61
2024-04-13,Pune,369365.01,253494.49,92049.49
2024-04-13,Hyderabad,373438.21,202045.22,30854.75
2024-04-13,Chennai,418047.22,405371.81,22669.37
2024-04-13,Kolkata,514710.89,227010.2,132952.52
2024-04-14,Mumbai,149085.62,345564.14,109882.28
2024-04-14,Bangalore,366689.66,224747.03,139244.68
2024-04-14,Delhi,606070.81,115565.23,84184.8
2024-04-14,Pune,641579.54,136478.97,95102.65
2024-04-14,Hyderabad,423262.11,378657.19,125631.98
2024-04-14,Chennai,438981.57,231627.62,122176.75
2024-04-14,Kolkata,453279.13,172340.56,30547.74
2024-04-15,Mumbai,602941.85,366556.12,38252.98
2024-04-15,Bangalore,247787.64,230471.23,151896.26
2024-04-15,Delhi,156300.75,123739.98,132220.55
2024-04-15,Pune,174409.62,260419.45,105833.57
2024-04-15,Hyderabad,500400.18,288239.94,36413.62
2024-04-15,Chennai,425519.31,406774.45,61591.03
2024-04-15,Kolkata,126327.3,397549.02,75655.82
2024-04-16,Mumbai,120015.39,312545.56,79034.82
2024-04-16,Bangalore,320988.07,393391.03,134999.19
2024-04-16,Delhi,644275.8,157716.76,84157.56
2024-04-16,Pune,285027.48,284306.41,113139.94
2024-04-16,Hyderabad,598128.75,205051.93,88424.42
2024-04-16,Chennai,414860.73,333048.27,89999.29
2024-04-16,Kolkata,183512.3,234469.41,32895.06
2024-04-17,Mumbai,130561.63,163000.99,142426.95
2024-04-17,Bangalore,618698.48,191463.16,118536.21
2024-04-17,Delhi,199347.14,407951.12,150603.22
2024-04-17,Pune,186062.73,216558.73,136515.8
2024-04-17,Hyderabad,530285.53,137135.42,92161.84
2024-04-17,Chennai,132423.77,393191.4,108559.93
2024-04-17,Kolkata,447666.51,93686.5,30708.37
2024-04-18,Mumbai,484890.89,89451.06,78063.36
2024-04-18,Bangalore,241941.98,269431.28,66128.05
2024-04-18,Delhi,526982.43,322071.32,158018.31
2024-04-18,Pune,454233.65,401220.54,93419.48
2024-04-18,Hyderabad,260735.36,352531.85,125315.55
2024-04-18,Chennai,535839.52,222233.56,134948.22
2024-04-18,Kolkata,227814.48,352741.81,64352.2
2024-04-19,Mumbai,333875.58,361812.16,154028.0
2024-04-19,Bangalore,337241.0,141541.05,104268.92
2024-04-19,Delhi,260883.61,407921.45,98675.61
2024-04-19,Pune,444118.55,413394.45,69102.25
2024-04-19,Hyderabad,301041.72,190505.83,105118.15
2024-04-19,Chennai,483945.1,368907.9,77249.45
2024-04-19,Kolkata,209746.33,347013.22,127790.19
2024-04-20,Mumbai,343165.89,178989.98,28095.65
2024-04-20,Bangalore,607593.8,412584.75,40813.89
2024-04-20,Delhi,178483.12,155120.31,40101.22
2024-04-20,Pune,480429.48,319946.85,77816.78
2024-04-20,Hyderabad,206896.37,315516.98,55211.58
2024-04-20,Chennai,554487.4,134329.51,121134.89
2024-04-20,Kolkata,257218.83,199691.17,33623.21
2024-04-21,Mumbai,265856.45,399054.21,73754.3
2024-04-21,Bangalore,352319.92,299930.44,46633.39
2024-04-21,Delhi,202765.81,361369.5,141380.65
2024-04-21,Pune,167534.27,226180.16,87297.0
2024-04-21,Hyderabad,591963.69,86020.8,18839.44
2024-04-21,Chennai,168698.8,394923.08,119458.71
2024-04-21,Kolkata,464373.37,154392.51,120881.28
2024-04-22,Mumbai,583381.29,121834.55,125955.5
2024-04-22,Bangalore,130444.4,117236.55,117473.39
2024-04-22,Delhi,550010.89,415711.44,137090.97
2024-04-22,Pune,636520.19,190210.45,129953.33
2024-04-22,Hyderabad,307281.15,183812.89,100457.35
2024-04-22,Chennai,554998.58,120010.39,58654.64
2024-04-22,Kolkata,376877.63,86927.34,155443.88
2024-04-23,Mumbai,436224.62,138165.73,115007.88
2024-04-23,Bangalore,177480.12,154108.24,119625.9
2024-04-23,Delhi,572347.78,165495.43,54932.43
2024-04-23,Pune,232429.69,131044.9,83970.11
2024-04-23,Hyderabad,584264.9,137195.62,21027.31
2024-04-23,Chennai,467608.77,335577.5,41535.0
2024-04-23,Kolkata,162852.32,351208.11,85688.78
2024-04-24,Mumbai,203837.98,417053.31,103471.3
2024-04-24,Bangalore,428999.86,196824.39,132586.81
2024-04-24,Delhi,175100.24,328956.76,121823.21
2024-04-24,Pune,233078.81,119121.65,94371.98
2024-04-24,Hyderabad,158359.04,392196.92,24934.01
2024-04-24,Chennai,566648.81,356922.41,129602.65
2024-04-24,Kolkata,446317.86,268235.56,62161.29
2024-04-25,Mumbai,139320.99,123229.84,40031.11
2024-04-25,Bangalore,466695.65,210192.64,24471.34
2024-04-25,Delhi,456910.58,99042.69,102216.31
2024-04-25,Pune,276539.49,345906.92,64433.1
2024-04-25,Hyderabad,334905.25,185178.42,46369.12
2024-04-25,Chennai,326595.26,290289.16,134228.92
2024-04-25,Kolkata,574396.95,150096.94,45380.01
2024-04-26,Mumbai,259567.91,228757.15,100911.19
2024-04-26,Bangalore,474017.59,143103.42,97674.62
2024-04-26,Delhi,537881.45,394775.96,115592.16
2024-04-26,Pune,626633.32,308772.3,137581.45
2024-04-26,Hyderabad,587111.52,416091.34,65053.68
2024-04-26,Chennai,207257.26,240727.59,154482.33
2024-04-26,Kolkata,421079.8,209569.15,85774.54
2024-04-27,Mumbai,380026.9,386213.29,41742.64
2024-04-27,Bangalore,496121.32,417988.49,115428.97
2024-04-27,Delhi,563188.66,408654.16,88028.65
2024-04-27,Pune,259319.3,328514.89,159805.03
2024-04-27,Hyderabad,326292.56,88548.57,134252.14
2024-04-27,Chennai,514389.22,303192.32,16792.02
2024-04-27,Kolkata,260415.56,133350.97,137256.02
2024-04-28,Mumbai,368875.64,348203.07,154129.29
2024-04-28,Bangalore,220274.02,379111.81,155567.6
2024-04-28,Delhi,457746.7,254582.19,46799.36
2024-04-28,Pune,315811.91,126185.01,96324.51
2024-04-28,Hyderabad,188634.85,292131.34,151592.9
2024-04-28,Chennai,422008.61,316458.16,129614.82
2024-04-28,Kolkata,338660.84,246044.93,126948.04
2024-04-29,Mumbai,212924.61,380955.62,45881.06
2024-04-29,Bangalore,405909.94,300250.55,147243.05
2024-04-29,Delhi,272515.43,288761.66,108639.73
2024-04-29,Pune,327913.11,216312.47,41797.67
2024-04-29,Hyderabad,640937.16,143796.12,39662.47
2024-04-29,Chennai,387682.98,264810.21,73975.37
2024-04-29,Kolkata,515125.8,412079.37,27555.5
2024-04-30,Mumbai,347568.61,165459.28,26788.13
2024-04-30,Bangalore,269842.2,292391.77,78403.19
2024-04-30,Delhi,431712.7,307428.11,74595.65
2024-04-30,Pune,440102.81,391030.71,106867.6
2024-04-30,Hyderabad,538447.87,123321.69,29453.31
2024-04-30,Chennai,600034.45,271361.47,75548.54
2024-04-30,Kolkata,335807.06,181243.1,155979.32
2024-05-01,Mumbai,155133.82,383485.32,20407.46
2024-05-01,Bangalore,644820.98,164832.04,129617.85
2024-05-01,Delhi,173699.52,399811.04,84240.17
2024-05-01,Pune,265481.54,203215.38,58940.58
2024-05-01,Hyderabad,322229.06,124450.08,102504.66
2024-05-01,Chennai,639661.6,122169.66,59106.5
2024-05-01,Kolkata,294277.05,239425.2,46434.34
2024-05-02,Mumbai,143841.7,339410.97,143330.57
2024-05-02,Bangalore,337864.64,266700.72,113036.89
2024-05-02,Delhi,573161.69,140571.58,49321.12
2024-05-02,Pune,252911.11,360361.57,82326.9
2024-05-02,Hyderabad,204892.02,397510.22,125409.16
2024-05-02,Chennai,212565.85,175594.57,107450.88
2024-05-02,Kolkata,480680.16,203138.71,135491.56
2024-05-03,Mumbai,313034.4,231255.7,129692.23
2024-05-03,Bangalore,239345.16,377229.37,76565.04
2024-05-03,Delhi,181582.31,418151.77,75191.91
2024-05-03,Pune,512092.7,124393.91,125574.15
2024-05-03,Hyderabad,473963.65,81452.81,145921.18
2024-05-03,Chennai,206360.84,125714.98,16198.76
2024-05-03,Kolkata,170638.82,292872.82,56869.82
2024-05-04,Mumbai,156153.06,87457.9,22432.11
2024-05-04,Bangalore,460123.2,131175.36,31541.57
2024-05-04,Delhi,603420.69,153466.74,24611.52
2024-05-04,Pune,390798.65,121983.57,101534.12
2024-05-04,Hyderabad,157453.95,189475.44,29512.87
2024-05-04,Chennai,277026.46,239383.34,107720.67
2024-05-04,Kolkata,420309.85,228569.65,98417.06
2024-05-05,Mumbai,425208.1,116140.86,153916.51
2024-05-05,Bangalore,368447.47,326182.06,55917.68
2024-05-05,Delhi,487809.34,361468.33,26393.27
2024-05-05,Pune,515053.86,138876.24,63271.38
2024-05-05,Hyderabad,463566.63,177033.77,83692.55
2024-05-05,Chennai,484962.17,199097.71,154675.45
2024-05-05,Kolkata,639051.48,282810.78,79930.36
2024-05-06,Mumbai,232141.74,259520.2,43896.11
2024-05-06,Bangalore,523626.33,363093.75,61053.79
2024-05-06,Delhi,383692.36,145670.01,44601.58
2024-05-06,Pune,430018.93,109470.38,121226.51
2024-05-06,Hyderabad,359326.19,225346.8,115243.52
2024-05-06,Chennai,392514.52,317897.21,70256.28
2024-05-06,Kolkata,460713.28,140962.4,38012.9
2024-05-07,Mumbai,636889.17,336077.43,22273.89
2024-05-07,Bangalore,199904.34,116944.16,38872.73
2024-05-07,Delhi,618437.81,88157.77,150596.08
2024-05-07,Pune,337650.08,320898.66,70360.75
2024-05-07,Hyderabad,156494.89,194431.63,125065.02
2024-05-07,Chennai,420885.69,117168.22,92791.38
2024-05-07,Kolkata,592019.67,197979.64,147034.36
2024-05-08,Mumbai,419042.54,132274.81,133801.43
2024-05-08,Bangalore,483414.06,120784.91,114111.63
2024-05-08,Delhi,280146.43,251044.57,55837.38
2024-05-08,Pune,367308.86,305433.56,108660.5
2024-05-08,Hyderabad,382030.82,192793.76,55943.4
2024-05-08,Chennai,470648.59,266820.13,32039.81
2024-05-08,Kolkata,563522.55,407603.42,60722.06
2024-05-09,Mumbai,599731.36,356051.77,44217.27
2024-05-09,Bangalore,324333.62,121839.65,22028.12
2024-05-09,Delhi,298006.28,250634.85,57698.74
2024-05-09,Pune,479056.7,272226.51,73964.49
2024-05-09,Hyderabad,529283.07,142943.23,16864.5
2024-05-09,Chennai,347075.22,377512.86,37245.57
2024-05-09,Kolkata,233317.15,375193.44,18643.79
2024-05-10,Mumbai,441082.26,263452.96,18262.8
2024-05-10,Bangalore,599123.95,156155.7,102707.1
2024-05-10,Delhi,340870.44,160176.46,31043.55
2024-05-10,Pune,314498.68,102765.89,37629.65
2024-05-10,Hyderabad,383086.58,207763.79,101249.58
2024-05-10,Chennai,227830.86,387553.72,143635.97
2024-05-10,Kolkata,342273.67,114295.77,80048.51
2024-05-11,Mumbai,225615.63,170493.04,62204.25
2024-05-11,Bangalore,262504.92,234509.52,134002.9
2024-05-11,Delhi,457235.13,292513.35,110069.07
2024-05-11,Pune,419575.09,106468.59,25671.65
2024-05-11,Hyderabad,390069.5,187036.89,25910.83
2024-05-11,Chennai,463603.5,361732.75,112627.31
2024-05-11,Kolkata,363619.58,306973.28,28576.45
2024-05-12,Mumbai,367066.24,170516.91,141879.08
2024-05-12,Bangalore,344036.6,314841.15,50110.53
2024-05-12,Delhi,397973.14,322716.69,56486.65
2024-05-12,Pune,189448.67,93060.95,16266.21
2024-05-12,Hyderabad,482665.96,203444.05,142789.06
2024-05-12,Chennai,244942.62,106185.1,74861.16
2024-05-12,Kolkata,124341.4,268442.04,85629.04
2024-05-13,Mumbai,483843.25,318374.87,20126.06
2024-05-13,Bangalore,407153.73,233633.3,49046.76
2024-05-13,Delhi,395189.95,151721.47,118417.61
2024-05-13,Pune,511342.59,384861.15,139982.67
2024-05-13,Hyderabad,309152.34,279045.72,32664.1
2024-05-13,Chennai,252063.53,159396.59,60744.91
2024-05-13,Kolkata,609112.72,92367.39,109402.67
2024-05-14,Mumbai,147118.32,239370.35,38970.47
2024-05-14,Bangalore,426816.58,123221.41,34606.6
2024-05-14,Delhi,500342.69,181744.15,112609.43
2024-05-14,Pune,420605.31,353430.68,73131.37
2024-05-14,Hyderabad,418445.9,246895.01,43127.8
2024-05-14,Chennai,360492.66,240851.74,91127.71
2024-05-14,Kolkata,311492.46,204116.05,112903.75
2024-05-15,Mumbai,582931.0,191450.99,78155.96
2024-05-15,Bangalore,314191.92,201012.55,20066.46
2024-05-15,Delhi,643385.23,419674.15,28975.94
2024-05-15,Pune,369197.76,337581.01,147537.15
2024-05-15,Hyderabad,138303.58,416279.83,25628.69
2024-05-15,Chennai,359988.0,182155.68,101496.11
2024-05-15,Kolkata,366634.13,300666.48,115216.32
2024-05-16,Mumbai,554429.9,109835.04,130873.23
2024-05-16,Bangalore,536101.54,92970.21,59047.48
2024-05-16,Delhi,583147.61,340184.26,66428.03
2024-05-16,Pune,647965.36,153964.63,61452.04
2024-05-16,Hyderabad,316859.05,282425.28,21508.93
2024-05-16,Chennai,172683.67,412815.55,93863.52
2024-05-16,Kolkata,373664.43,255391.62,141242.69
2024-05-17,Mumbai,602218.3,181893.86,103020.15
2024-05-17,Bangalore,158787.22,143487.93,123416.4
2024-05-17,Delhi,199324.58,225586.18,15310.88
2024-05-17,Pune,163159.64,148932.04,73764.47
2024-05-17,Hyderabad,368414.45,277973.19,145500.69
2024-05-17,Chennai,610098.62,106154.17,77534.26
2024-05-17,Kolkata,269985.88,358119.73,94812.2
2024-05-18,Mumbai,190013.37,393946.98,141214.95
2024-05-18,Bangalore,188385.5,183163.1,42956.98
2024-05-18,Delhi,163257.48,347608.21,113240.35
2024-05-18,Pune,376274.5,408876.29,42652.39
2024-05-18,Hyderabad,367604.94,155451.91,64160.94
2024-05-18,Chennai,530032.33,81670.1,66710.67
2024-05-18,Kolkata,358307.44,388189.89,152648.47
2024-05-19,Mumbai,555850.1,82012.58,39984.61
2024-05-19,Bangalore,432344.75,206629.77,154146.5
2024-05-19,Delhi,165584.36,218795.08,154001.83
2024-05-19,Pune,368762.97,231927.49,140838.33
2024-05-19,Hyderabad,542542.08,413542.05,149591.38
2024-05-19,Chennai,582766.84,231189.88,158448.56
2024-05-19,Kolkata,238728.58,142355.3,55976.48
2024-05-20,Mumbai,251341.61,362100.04,130219.77
2024-05-20,Bangalore,531505.36,278569.89,39302.26
2024-05-20,Delhi,312639.31,193311.97,28912.19
2024-05-20,Pune,314248.97,279914.59,154134.52
2024-05-20,Hyderabad,235977.31,204387.74,118601.19
2024-05-20,Chennai,478229.15,137895.2,139955.24
2024-05-20,Kolkata,278957.29,413960.09,79129.07
2024-05-21,Mumbai,350236.35,322303.08,102752.37
2024-05-21,Bangalore,124123.66,180461.86,156387.64
2024-05-21,Delhi,177032.19,82836.97,98150.66
2024-05-21,Pune,250864.25,204959.59,101977.68
2024-05-21,Hyderabad,152780.36,363656.92,50516.47
2024-05-21,Chennai,423421.36,269113.3,55812.43
2024-05-21,Kolkata,289909.71,156776.85,73671.46
2024-05-22,Mumbai,582224.93,176172.71,38749.54
2024-05-22,Bangalore,510192.72,372483.03,75896.66
2024-05-22,Delhi,209850.31,409447.1,102451.32
2024-05-22,Pune,418100.11,311862.96,21766.2
2024-05-22,Hyderabad,376137.27,135281.98,111470.95
2024-05-22,Chennai,504032.72,380797.83,60802.77
2024-05-22,Kolkata,576207.62,299188.38,54064.94
2024-05-23,Mumbai,508914.09,217655.8,115900.14
2024-05-23,Bangalore,460100.41,250654.56,80334.16
2024-05-23,Delhi,345484.13,378854.46,54269.98
2024-05-23,Pune,446578.52,126201.57,16033.11
2024-05-23,Hyderabad,138961.55,87839.48,144255.0
2024-05-23,Chennai,621544.37,405574.84,30835.44
2024-05-23,Kolkata,485324.04,150963.25,90429.0
2024-05-24,Mumbai,122603.65,259505.04,95857.01
2024-05-24,Bangalore,402141.1,222942.19,85292.84
2024-05-24,Delhi,634857.31,128247.64,146645.76
