ticket_id,customer_id,issue_type,resolution_time_hrs,compensation_amount
5546,97818,Late Delivery,18.7,100
5547,13515,Wrong Item,56.2,0
5548,35718,Wrong Item,60.5,50
5549,105431,Late Delivery,62.2,50
5550,92620,Payment Issue,29.9,0
5551,113262,Wrong Item,40.4,200
5552,28613,Late Delivery,23.2,0
5553,93299,Payment Issue,50.0,100
5554,5670,Wrong Item,47.9,100
5555,35809,Late Delivery,20.5,50
5556,18286,Payment Issue,42.8,100
5557,11811,Late Delivery,55.2,50
5558,24044,Late Delivery,60.1,300
5559,13563,Payment Issue,55.9,0
5560,23786,Wrong Item,9.6,0
5561,61021,Late Delivery,57.8,0
5562,64682,Wrong Item,71.5,0
5563,24816,Late Delivery,46.3,100
5564,104838,Missing Item,45.6,200
5565,80060,Missing Item,29.4,50
5566,64374,Missing Item,13.1,50
5567,79109,Late Delivery,24.9,50
5568,95614,Late Delivery,29.3,50
5569,117095,Missing Item,58.7,100
5570,84999,Missing Item,59.8,200
5571,83914,Late Delivery,26.9,0
5572,116857,Wrong Item,9.5,100
5573,55149,Missing Item,34.8,100
5574,60978,Late Delivery,24.2,200
5575,27752,Missing Item,18.5,0
5576,86184,Late Delivery,60.3,50
5577,111382,Missing Item,39.0,0
5578,82882,Wrong Item,19.1,0
5579,24443,Wrong Item,56.7,300
5580,25380,Late Delivery,54.0,100
5581,55518,Wrong Item,25.4,50
5582,71387,Late Delivery,24.4,0
5583,68370,Payment Issue,32.3,50
5584,37155,Late Delivery,50.2,0
5585,56019,Missing Item,54.5,100
5586,6139,Late Delivery,56.9,50
5587,73151,Late Delivery,65.0,100
5588,41890,Late Delivery,57.4,300
5589,108526,Late Delivery,28.1,0
5590,94525,Late Delivery,36.5,0
5591,112701,Wrong Item,3.8,200
5592,92971,Late Delivery,49.6,0
5593,64253,Missing Item,31.4,50
5594,21622,Missing Item,61.0,200
5595,53344,Missing Item,47.3,50
5596,21396,Late Delivery,38.1,0
5597,80734,Late Delivery,39.3,100
5598,44474,Wrong Item,46.3,50
5599,59311,Payment Issue,8.1,0
5600,23016,Late Delivery,37.0,50
5601,42496,Late Delivery,6.7,100
5602,23742,Missing Item,47.0,0
5603,62810,Late Delivery,40.0,100
5604,21362,Late Delivery,70.3,0
5605,58,Late Delivery,42.8,0
5606,3376,Wrong Item,32.1,0
5607,59301,Late Delivery,34.5,0
5608,42108,Missing Item,49.6,50
5609,84914,Late Delivery,31.5,50
5610,21057,Late Delivery,46.0,0
5611,76975,Wrong Item,4.6,50
5612,69174,Late Delivery,63.8,100
5613,79640,Wrong Item,40.8,0
5614,76520,Missing Item,10.2,100
5615,72355,Late Delivery,60.4,0
5616,36502,Missing Item,10.5,100
5617,19060,Payment Issue,7.6,200
5618,111901,Wrong Item,60.4,0
5619,105983,Late Delivery,64.3,0
5620,81584,Payment Issue,15.8,100
5621,29543,Wrong Item,61.8,200
5622,4612,Late Delivery,63.6,0
5623,61642,Late Delivery,29.9,200
5624,51483,Late Delivery,2.2,0
5625,68680,Wrong Item,3.2,0
5626,99383,Wrong Item,25.5,50
5627,14047,Wrong Item,47.6,0
5628,84397,Late Delivery,42.3,0
5629,107948,Late Delivery,32.2,0
5630,17037,Late Delivery,61.6,0
5631,8929,Missing Item,19.0,0
5632,58315,Missing Item,20.6,100
5633,26204,Missing Item,4.3,50
5634,45518,Wrong Item,21.3,100
5635,19057,Late Delivery,8.4,50
5636,8959,Missing Item,13.5,0
5637,74342,Late Delivery,60.0,0
5638,53019,Wrong Item,16.4,0
5639,96788,Late Delivery,8.8,300
5640,51577,Late Delivery,60.6,100
5641,36136,Late Delivery,69.4,100
5642,49382,Late Delivery,36.1,50
5643,21133,Late Delivery,42.1,0
5644,104929,Wrong Item,43.7,0
5645,119371,Missing Item,27.5,200
5646,71184,Late Delivery,45.4,0
5647,25470,Late Delivery,69.7,50
5648,115114,Late Delivery,49.1,0
5649,6602,Payment Issue,41.2,0
5650,12225,Payment Issue,33.6,0
5651,64314,Payment Issue,5.8,50
5652,36065,Wrong Item,6.6,50
5653,85910,Missing Item,8.1,300
5654,116338,Missing Item,42.3,50
5655,104706,Missing Item,64.2,200
5656,46602,Late Delivery,36.3,0
5657,93193,Payment Issue,18.9,0
5658,15857,Missing Item,15.9,50
5659,99789,Late Delivery,54.7,50
5660,81570,Wrong Item,4.7,100
5661,67795,Wrong Item,24.0,0
5662,70303,Wrong Item,5.3,0
5663,78592,Late Delivery,18.7,0
5664,38485,Wrong Item,35.5,0
5665,20950,Wrong Item,4.4,0
5666,71028,Wrong Item,15.0,0
5667,101923,Wrong Item,57.7,50
5668,27859,Missing Item,56.3,0
5669,71191,Late Delivery,65.8,100
5670,52882,Late Delivery,48.9,0
5671,115297,Late Delivery,47.4,0
5672,79618,Missing Item,2.5,200
5673,16376,Late Delivery,0.8,50
5674,17312,Late Delivery,41.7,0
5675,34103,Late Delivery,5.0,50
5676,78559,Late Delivery,62.2,300
5677,90120,Late Delivery,46.5,0
5678,101004,Wrong Item,1.9,0
5679,86302,Late Delivery,41.8,0
5680,100687,Wrong Item,33.4,0
5681,8143,Late Delivery,50.8,50
5682,116014,Missing Item,31.6,0
5683,78006,Wrong Item,56.1,0
5684,13902,Late Delivery,37.7,50
5685,91581,Missing Item,37.8,0
5686,107767,Missing Item,34.0,50
5687,23392,Missing Item,12.3,0
5688,63087,Late Delivery,10.6,50
5689,95543,Late Delivery,62.3,0
5690,16071,Late Delivery,63.5,50
5691,23356,Wrong Item,35.4,300
5692,4388,Payment Issue,19.6,50
5693,4712,Missing Item,45.9,50
5694,111838,Missing Item,16.2,100
5695,35159,Wrong Item,2.4,200
5696,119326,Late Delivery,58.4,0
5697,67649,Missing Item,32.2,50
5698,7417,Late Delivery,36.6,0
5699,90253,Late Delivery,21.2,50
5700,111500,Payment Issue,10.7,200
5701,70886,Wrong Item,42.3,50
5702,20405,Wrong Item,12.6,0
5703,15459,Payment Issue,71.6,50
5704,96377,Late Delivery,23.9,0
5705,48934,Payment Issue,51.2,50
5706,73515,Missing Item,23.0,0
5707,101312,Payment Issue,3.7,0
5708,105127,Late Delivery,20.9,200
5709,16836,Late Delivery,60.1,0
5710,30500,Wrong Item,17.4,50
5711,24717,Payment Issue,19.3,100
5712,90919,Wrong Item,59.6,0
5713,103615,Wrong Item,26.4,0
5714,64822,Missing Item,64.2,100
5715,11352,Missing Item,3.5,0
5716,76261,Wrong Item,2.2,0
5717,104593,Payment Issue,7.7,0
5718,80764,Late Delivery,70.7,0
5719,68194,Missing Item,32.6,0
5720,111388,Missing Item,21.8,200
5721,86508,Late Delivery,5.8,0
5722,32707,Wrong Item,20.7,0
5723,85283,Payment Issue,69.1,0
5724,113584,Late Delivery,25.2,100
5725,48099,Late Delivery,1.9,0
5726,112161,Wrong Item,37.4,0
5727,44253,Wrong Item,60.5,0
5728,43648,Late Delivery,42.4,0
5729,74700,Late Delivery,15.1,50
5730,9302,Late Delivery,12.8,200
5731,58797,Late Delivery,61.0,200
5732,44841,Late Delivery,69.1,100
5733,18005,Late Delivery,32.8,0
5734,77755,Late Delivery,65.7,100
5735,66924,Late Delivery,23.7,0
5736,118689,Late Delivery,59.9,0
5737,115072,Late Delivery,10.4,0
5738,27207,Missing Item,47.5,100
5739,30050,Wrong Item,41.4,0
5740,70457,Missing Item,64.1,0
5741,79152,Wrong Item,71.8,0
5742,24203,Missing Item,61.3,0
5743,82705,Missing Item,42.2,200
5744,89468,Missing Item,26.9,100
5745,297,Late Delivery,28.5,0
5746,91011,Wrong Item,49.7,50
5747,103106,Missing Item,34.9,50
5748,118612,Missing Item,44.6,0
5749,72023,Wrong Item,44.5,100
5750,54960,Payment Issue,11.7,200
5751,27625,Wrong Item,55.1,0
5752,109011,Wrong Item,35.6,100
5753,38305,Wrong Item,22.2,50
5754,14751,Late Delivery,67.7,0
5755,85298,Wrong Item,20.6,0
5756,12923,Wrong Item,9.9,100
5757,40655,Late Delivery,20.0,0
5758,15100,Wrong Item,25.8,0
5759,53588,Late Delivery,63.6,0
5760,110429,Missing Item,23.8,50
5761,36806,Late Delivery,28.3,200
5762,53830,Late Delivery,4.4,50
5763,80055,Late Delivery,4.5,50
5764,66131,Late Delivery,44.1,100
5765,34524,Late Delivery,42.0,0
5766,34514,Wrong Item,19.3,0
5767,17406,Late Delivery,37.9,300
5768,90558,Late Delivery,19.0,0
5769,100784,Late Delivery,18.9,0
5770,92080,Wrong Item,10.2,50
5771,48258,Missing Item,20.6,100
5772,72838,Missing Item,17.2,0
5773,68858,Wrong Item,43.2,100
5774,97881,Wrong Item,3.6,200
5775,21472,Missing Item,20.1,100
5776,76675,Wrong Item,50.3,0
5777,55206,Wrong Item,7.1,0
5778,34615,Late Delivery,33.1,0
5779,53482,Wrong Item,67.1,50
5780,66260,Payment Issue,11.9,100
5781,94820,Missing Item,3.1,50
5782,21684,Late Delivery,67.9,0
5783,16703,Late Delivery,15.1,0
5784,6983,Payment Issue,1.8,0
5785,20979,Late Delivery,50.7,0
5786,24950,Wrong Item,27.0,200
5787,98950,Late Delivery,29.7,200
5788,66547,Late Delivery,53.6,0
5789,1160,Payment Issue,51.6,300
5790,41769,Late Delivery,30.9,100
5791,11767,Wrong Item,58.1,100
5792,76333,Payment Issue,33.1,200
5793,114058,Wrong Item,23.9,50
5794,14845,Late Delivery,8.7,0
5795,9535,Missing Item,30.6,50
5796,31198,Late Delivery,53.3,50
5797,106791,Missing Item,50.6,0
5798,70000,Missing Item,10.0,200
5799,17456,Missing Item,38.1,100
5800,43723,Late Delivery,31.6,0
5801,111700,Late Delivery,50.8,0
5802,102905,Wrong Item,8.2,0
5803,115746,Wrong Item,69.3,0
5804,90606,Missing Item,46.4,0
5805,66090,Late Delivery,68.4,0
5806,30038,Late Delivery,6.4,100
5807,11462,Missing Item,9.1,100
5808,58274,Wrong Item,63.6,0
5809,108606,Missing Item,17.5,0
5810,74334,Late Delivery,62.8,0
5811,106175,Wrong Item,13.2,0
5812,2905,Wrong Item,33.3,100
5813,11045,Missing Item,65.2,100
5814,118346,Late Delivery,24.8,0
5815,39512,Payment Issue,6.1,200
5816,23765,Late Delivery,50.6,0
5817,112121,Missing Item,6.1,0
5818,41295,Late Delivery,57.6,200
5819,89227,Late Delivery,49.2,50
5820,41579,Late Delivery,33.9,100
5821,40378,Missing Item,38.5,100
5822,37035,Late Delivery,33.8,50
5823,35647,Missing Item,8.7,0
5824,68305,Late Delivery,36.4,0
5825,106145,Late Delivery,9.1,200
5826,103157,Payment Issue,50.9,200
5827,22137,Late Delivery,8.9,100
5828,81571,Late Delivery,2.0,200
5829,17232,Wrong Item,66.9,50
5830,53076,Missing Item,21.7,50
5831,114766,Late Delivery,6.0,0
5832,94623,Late Delivery,36.3,100
5833,35935,Missing Item,2.0,200
5834,119119,Late Delivery,34.7,0
5835,17920,Wrong Item,46.8,0
5836,17696,Late Delivery,71.1,0
5837,69901,Late Delivery,58.5,300
5838,119838,Wrong Item,30.1,200
5839,31100,Missing Item,25.5,0
5840,18762,Late Delivery,59.0,50
5841,115841,Late Delivery,36.0,100
5842,73566,Late Delivery,39.8,0
5843,2250,Wrong Item,58.5,0
5844,34625,Wrong Item,62.1,0
5845,72881,Wrong Item,69.8,50
5846,4196,Payment Issue,42.6,50
5847,98549,Payment Issue,64.8,0
5848,92431,Missing Item,60.9,0
5849,53016,Late Delivery,55.1,50
5850,27262,Wrong Item,22.3,0
5851,57665,Late Delivery,30.3,0
5852,60471,Wrong Item,0.6,0
5853,6515,Late Delivery,23.1,200
5854,29275,Missing Item,70.4,0
5855,41912,Missing Item,42.2,0
5856,93900,Late Delivery,15.8,0
5857,95273,Late Delivery,5.7,100
5858,51147,Wrong Item,12.0,0
5859,101048,Wrong Item,22.5,50
5860,106746,Missing Item,24.1,0
5861,21267,Payment Issue,31.5,300
5862,101005,Wrong Item,60.5,50
5863,24059,Wrong Item,10.3,0
5864,58331,Missing Item,58.9,0
5865,40453,Late Delivery,67.9,0
5866,17670,Wrong Item,17.6,100
5867,98142,Wrong Item,41.1,50
5868,58711,Wrong Item,55.9,50
5869,29410,Late Delivery,15.7,50
5870,58361,Missing Item,24.5,0
5871,24332,Late Delivery,23.4,0
5872,63831,Late Delivery,0.8,100
5873,34980,Wrong Item,45.5,0
5874,109097,Payment Issue,1.4,0
5875,20891,Late Delivery,32.8,100
5876,115574,Missing Item,68.6,0
5877,100670,Missing Item,59.6,300
5878,34717,Late Delivery,27.8,0
5879,21735,Late Delivery,17.9,100
5880,117672,Late Delivery,1.9,100
5881,46849,Late Delivery,38.6,50
5882,8529,Late Delivery,3.2,0
5883,46417,Late Delivery,64.0,200
5884,48803,Payment Issue,34.1,0
5885,58556,Late Delivery,51.8,0
5886,101332,Wrong Item,68.6,50
5887,90280,Late Delivery,3.2,300
5888,31827,Late Delivery,53.9,0
5889,23214,Wrong Item,31.9,0
5890,6918,Late Delivery,58.0,50
5891,22480,Late Delivery,61.9,300
5892,46885,Wrong Item,20.6,0
5893,119284,Payment Issue,33.8,100
5894,29827,Missing Item,38.4,0
5895,72184,Late Delivery,37.7,0
5896,70640,Wrong Item,16.3,300
5897,57926,Late Delivery,16.2,100
5898,17753,Wrong Item,56.8,0
5899,39521,Wrong Item,58.0,0
5900,82585,Wrong Item,65.2,0
5901,114806,Wrong Item,49.8,100
5902,61174,Late Delivery,50.2,100
5903,21629,Late Delivery,50.7,0
5904,32995,Wrong Item,25.4,100
5905,65932,Late Delivery,51.5,100
5906,46,Payment Issue,16.3,100
5907,19117,Missing Item,27.9,0
5908,93777,Missing Item,50.0,100
5909,69179,Payment Issue,15.0,100
5910,65532,Payment Issue,68.5,0
5911,86443,Late Delivery,52.4,0
5912,79131,Wrong Item,62.4,0
5913,38796,Late Delivery,70.1,0
5914,84241,Missing Item,35.9,0
5915,84314,Late Delivery,23.6,0
5916,15756,Late Delivery,36.9,100
5917,47078,Wrong Item,10.1,0
5918,74141,Late Delivery,23.3,0
5919,66650,Missing Item,27.3,100
5920,48225,Late Delivery,66.4,0
5921,69027,Late Delivery,30.7,50
5922,9717,Late Delivery,11.2,100
5923,31884,Late Delivery,6.5,200
5924,90327,Missing Item,54.1,100
5925,61553,Payment Issue,1.1,0
5926,66849,Missing Item,2.5,0
5927,75982,Wrong Item,61.9,200
5928,51666,Late Delivery,65.6,200
5929,26346,Missing Item,17.1,0
5930,42972,Wrong Item,45.7,50
5931,17233,Late Delivery,57.5,300
5932,12337,Wrong Item,56.9,0
5933,54044,Wrong Item,70.1,50
5934,36037,Late Delivery,68.1,100
5935,19811,Late Delivery,26.1,100
5936,33031,Wrong Item,52.4,0
5937,565,Late Delivery,50.4,200
5938,16525,Late Delivery,3.1,200
5939,17313,Missing Item,13.6,0
5940,96078,Missing Item,50.9,0
5941,115727,Wrong Item,30.5,300
5942,86630,Missing Item,54.8,100
5943,11442,Missing Item,54.1,0
5944,46261,Late Delivery,66.4,0
5945,51692,Payment Issue,32.2,0
5946,2224,Wrong Item,47.1,50
5947,40176,Late Delivery,55.6,0
5948,67085,Late Delivery,10.7,100
5949,11472,Wrong Item,59.0,100
5950,119620,Late Delivery,62.6,0
5951,11053,Missing Item,9.0,50
5952,69810,Wrong Item,65.8,50
5953,34501,Late Delivery,23.0,0
5954,25183,Wrong Item,61.8,100
5955,78407,Late Delivery,48.9,0
5956,109410,Payment Issue,2.2,50
5957,60586,Wrong Item,63.3,100
5958,26604,Wrong Item,55.8,50
5959,47842,Late Delivery,7.8,200
5960,34142,Wrong Item,18.5,0
5961,21496,Late Delivery,69.2,50
5962,58153,Wrong Item,39.7,0
5963,23222,Missing Item,68.0,300
5964,90925,Wrong Item,42.9,50
5965,79371,Payment Issue,49.4,0
5966,7285,Missing Item,3.0,100
5967,81364,Missing Item,70.9,0
5968,22605,Late Delivery,62.9,0
5969,39907,Missing Item,65.5,0
5970,21042,Late Delivery,46.3,50
5971,7034,Wrong Item,6.4,100
5972,90583,Late Delivery,52.2,50
5973,108453,Wrong Item,55.4,200
5974,37462,Missing Item,68.1,0
5975,82919,Wrong Item,22.3,100
5976,90451,Late Delivery,46.0,300
5977,47220,Wrong Item,37.3,50
5978,65471,Late Delivery,67.2,100
5979,81616,Payment Issue,70.4,50
5980,104926,Missing Item,20.6,0
5981,51911,Wrong Item,44.0,300
5982,22156,Late Delivery,35.2,300
5983,30394,Late Delivery,61.2,0
5984,20055,Payment Issue,32.9,0
5985,116033,Late Delivery,64.2,200
5986,74047,Missing Item,25.5,0
5987,110054,Wrong Item,38.1,0
5988,12462,Late Delivery,16.7,0
5989,45096,Missing Item,50.6,0
5990,78187,Payment Issue,1.4,200
5991,90808,Late Delivery,10.2,0
5992,88694,Late Delivery,2.6,100
5993,76956,Late Delivery,30.7,0
5994,21026,Missing Item,65.1,300
5995,115814,Late Delivery,68.5,0
5996,72752,Late Delivery,9.0,0
5997,6403,Missing Item,14.0,0
5998,33929,Late Delivery,14.7,100
5999,86015,Missing Item,14.6,50
6000,97892,Wrong Item,35.1,0
6001,98632,Late Delivery,44.2,50
6002,119685,Missing Item,35.5,0
6003,70900,Wrong Item,25.9,50
6004,8534,Late Delivery,13.0,50
6005,51279,Wrong Item,58.4,0
6006,62543,Wrong Item,55.0,0
6007,46187,Wrong Item,8.3,50
6008,96560,Missing Item,3.5,0
6009,71009,Late Delivery,9.5,0
6010,63056,Payment Issue,16.1,0
6011,64909,Late Delivery,46.2,0
6012,20744,Wrong Item,3.3,50
6013,85081,Late Delivery,2.6,0
6014,62363,Late Delivery,43.2,200
6015,19653,Wrong Item,15.9,50
6016,95122,Wrong Item,38.2,0
6017,36555,Wrong Item,22.3,0
6018,99582,Late Delivery,64.3,200
6019,75098,Late Delivery,48.1,50
6020,106900,Wrong Item,64.6,100
6021,2061,Wrong Item,53.3,0
6022,33359,Late Delivery,57.9,100
6023,39137,Late Delivery,28.6,0
6024,118569,Missing Item,5.6,100
6025,91420,Late Delivery,56.1,50
6026,70780,Wrong Item,31.1,0
6027,1294,Late Delivery,22.7,50
6028,83170,Late Delivery,8.4,50
6029,92820,Late Delivery,70.4,100
6030,44659,Payment Issue,18.2,100
6031,51261,Missing Item,31.2,0
6032,15701,Wrong Item,57.6,0
6033,105303,Late Delivery,62.3,0
6034,78906,Payment Issue,51.2,50
6035,79793,Late Delivery,53.4,50
6036,21227,Wrong Item,40.4,100
6037,15532,Missing Item,21.0,50
6038,33122,Wrong Item,28.6,0
6039,118679,Late Delivery,12.7,0
6040,74352,Late Delivery,48.5,50
6041,73155,Wrong Item,41.3,0
6042,39777,Missing Item,13.4,100
6043,12271,Late Delivery,40.9,0
6044,92073,Late Delivery,30.8,0
6045,7513,Late Delivery,2.5,50
6046,69447,Wrong Item,55.2,50
6047,33939,Late Delivery,28.4,100
6048,105733,Wrong Item,6.2,100
6049,54949,Missing Item,52.1,0
6050,33561,Payment Issue,9.5,100
6051,25399,Missing Item,9.1,50
6052,35307,Missing Item,57.6,0
6053,43943,Payment Issue,32.9,0
6054,87903,Missing Item,32.8,0
6055,109692,Late Delivery,7.3,0
6056,24310,Missing Item,30.1,0
6057,62597,Late Delivery,18.3,50
6058,95967,Missing Item,35.2,200
6059,3762,Wrong Item,41.2,0
6060,115642,Payment Issue,51.0,0
6061,91188,Late Delivery,27.7,0
6062,60305,Late Delivery,35.4,100
6063,29726,Late Delivery,35.5,50
6064,44800,Late Delivery,63.0,100
6065,58407,Missing Item,49.8,200
6066,108770,Wrong Item,23.5,0
6067,77760,Late Delivery,25.4,50
6068,108729,Wrong Item,29.3,0
6069,67932,Late Delivery,14.0,0
6070,114907,Late Delivery,57.0,200
6071,6305,Late Delivery,50.0,0
6072,69586,Missing Item,14.0,0
6073,114424,Late Delivery,56.8,50
6074,115658,Missing Item,35.3,0
6075,86983,Missing Item,57.8,200
6076,26914,Late Delivery,16.5,100
6077,87343,Wrong Item,15.8,50
6078,13519,Missing Item,55.6,50
6079,70360,Late Delivery,3.1,300
6080,38609,Late Delivery,45.6,0
6081,27098,Wrong Item,8.9,0
6082,28156,Late Delivery,18.0,50
6083,89199,Late Delivery,54.6,50
6084,6642,Late Delivery,46.0,0
6085,30753,Missing Item,39.3,0
6086,98451,Late Delivery,7.8,50
6087,107765,Late Delivery,56.7,0
6088,20351,Late Delivery,26.2,0
6089,25967,Late Delivery,1.6,100
6090,77955,Late Delivery,30.4,50
6091,68168,Missing Item,37.7,0
6092,78854,Wrong Item,71.9,0
6093,57235,Late Delivery,32.0,0
6094,73223,Missing Item,17.5,0
6095,55704,Late Delivery,55.6,50
6096,97934,Late Delivery,54.2,100
6097,60221,Late Delivery,62.8,0
6098,6338,Wrong Item,60.8,0
6099,112682,Wrong Item,4.6,100
6100,68679,Payment Issue,34.4,0
6101,82796,Late Delivery,47.1,200
6102,29785,Late Delivery,18.3,0
6103,110162,Missing Item,1.1,50
6104,84720,Wrong Item,59.1,0
6105,102751,Late Delivery,27.7,0
6106,25211,Late Delivery,56.5,0
6107,91028,Late Delivery,28.2,0
6108,21805,Missing Item,16.9,0
6109,35220,Late Delivery,67.6,0
6110,71558,Late Delivery,4.0,0
6111,40235,Missing Item,51.9,0
6112,34379,Late Delivery,29.5,50
6113,24994,Wrong Item,33.0,50
6114,115011,Late Delivery,66.2,0
6115,53833,Late Delivery,10.1,0
6116,80706,Late Delivery,61.9,50
6117,20008,Late Delivery,53.9,200
6118,108348,Missing Item,52.3,100
6119,48457,Missing Item,24.7,0
6120,106863,Late Delivery,8.0,0
6121,65290,Missing Item,29.9,0
6122,102477,Late Delivery,61.8,200
6123,8400,Missing Item,8.8,200
6124,99694,Wrong Item,17.7,200
6125,113654,Late Delivery,30.8,50
6126,11347,Late Delivery,17.1,100
6127,114138,Late Delivery,71.1,0
6128,8196,Late Delivery,33.2,50
6129,54226,Wrong Item,34.4,0
6130,31130,Late Delivery,71.8,0
6131,29971,Wrong Item,24.5,50
6132,56521,Late Delivery,24.9,100
6133,71991,Wrong Item,36.6,300
6134,42041,Late Delivery,70.8,0
6135,7111,Wrong Item,41.7,50
6136,74198,Late Delivery,12.4,100
6137,49705,Wrong Item,54.5,0
6138,33840,Payment Issue,29.4,0
6139,19020,Payment Issue,16.9,0
6140,35094,Missing Item,8.8,100
6141,57559,Wrong Item,11.3,0
6142,115376,Late Delivery,67.7,0
6143,30255,Missing Item,55.0,0
6144,15521,Wrong Item,22.4,100
6145,86532,Missing Item,33.0,200
6146,87037,Late Delivery,49.1,0
6147,81591,Wrong Item,44.0,0
6148,37370,Late Delivery,18.8,0
6149,105632,Wrong Item,24.3,300
6150,57047,Missing Item,56.6,50
6151,60419,Missing Item,31.2,50
6152,68031,Late Delivery,70.0,100
6153,10529,Late Delivery,44.0,0
6154,103313,Late Delivery,8.7,100
6155,109416,Wrong Item,62.4,50
6156,13301,Missing Item,53.7,300
6157,51259,Wrong Item,39.6,100
6158,21037,Wrong Item,70.2,50
6159,11799,Missing Item,9.7,200
6160,94776,Late Delivery,46.6,0
6161,62716,Missing Item,46.9,0
6162,81050,Payment Issue,5.0,0
6163,76028,Late Delivery,9.6,50
6164,91442,Payment Issue,49.7,0
6165,18201,Late Delivery,63.9,50
6166,86290,Late Delivery,46.2,50
6167,62608,Missing Item,29.9,0
6168,95560,Wrong Item,49.0,100
6169,51603,Wrong Item,31.2,0
6170,47894,Late Delivery,37.6,200
6171,60029,Late Delivery,41.2,0
6172,106480,Late Delivery,68.1,0
6173,25142,Late Delivery,46.6,200
6174,50986,Missing Item,40.4,0
6175,52528,Late Delivery,59.4,200
6176,10685,Wrong Item,49.1,100
6177,100463,Late Delivery,19.4,100
6178,62465,Late Delivery,62.1,0
6179,33341,Late Delivery,3.1,0
6180,103564,Late Delivery,9.8,50
6181,21425,Late Delivery,13.1,200
6182,14066,Late Delivery,62.1,50
6183,102845,Missing Item,11.7,100
6184,112109,Late Delivery,44.4,100
6185,49548,Payment Issue,44.6,0
6186,9878,Late Delivery,25.2,50
6187,78182,Late Delivery,32.4,50
6188,56915,Missing Item,20.7,0
6189,115175,Late Delivery,33.8,200
6190,97058,Late Delivery,61.4,0
6191,27736,Late Delivery,44.5,100
6192,9835,Late Delivery,31.5,0
6193,50401,Missing Item,67.8,100
6194,100999,Wrong Item,23.1,0
6195,101562,Wrong Item,29.4,0
6196,112417,Late Delivery,27.1,0
6197,75618,Wrong Item,70.9,200
6198,2116,Wrong Item,49.4,100
6199,67807,Late Delivery,47.8,100
6200,11911,Payment Issue,50.0,50
6201,49370,Missing Item,20.5,0
6202,68667,Late Delivery,6.2,50
6203,103138,Wrong Item,14.7,0
6204,51399,Late Delivery,47.4,200
6205,1808,Wrong Item,21.8,100
6206,115988,Wrong Item,23.8,200
6207,97238,Late Delivery,67.5,100
6208,104377,Wrong Item,36.9,200
6209,107971,Wrong Item,34.6,100
6210,53524,Payment Issue,25.4,100
6211,5552,Late Delivery,52.5,0
6212,55706,Late Delivery,57.5,50
6213,11845,Missing Item,56.9,0
6214,20472,Wrong Item,7.7,300
6215,94364,Missing Item,51.2,0
6216,49162,Late Delivery,44.3,50
6217,73696,Missing Item,57.2,0
6218,34449,Late Delivery,10.4,200
6219,3949,Payment Issue,51.0,0
6220,17691,Wrong Item,14.3,50
6221,113648,Wrong Item,44.5,50
6222,67819,Late Delivery,44.0,0
6223,25138,Wrong Item,13.1,0
6224,15114,Missing Item,45.7,50
6225,111405,Wrong Item,25.7,100
6226,93163,Wrong Item,9.3,0
6227,55760,Late Delivery,7.9,0
6228,60709,Late Delivery,3.7,100
6229,75889,Wrong Item,69.0,0
6230,92320,Payment Issue,28.1,0
6231,54816,Missing Item,64.1,0
6232,111738,Missing Item,30.2,0
6233,53538,Payment Issue,0.5,50
6234,67173,Late Delivery,38.3,0
6235,54803,Late Delivery,12.3,0
6236,69763,Late Delivery,58.5,0
6237,115770,Late Delivery,41.4,200
6238,19691,Missing Item,61.0,300
6239,65340,Payment Issue,39.5,0
6240,70515,Payment Issue,10.9,100
6241,51716,Payment Issue,19.0,200
6242,96117,Missing Item,48.8,0
6243,101504,Payment Issue,22.4,0
6244,37391,Late Delivery,63.0,0
6245,25414,Late Delivery,20.2,100
6246,36997,Late Delivery,17.6,0
6247,23488,Payment Issue,15.7,0
6248,116879,Late Delivery,40.4,50
6249,89852,Late Delivery,57.3,100
6250,115444,Late Delivery,49.2,50
6251,58553,Late Delivery,22.0,50
6252,49142,Wrong Item,71.9,100
6253,8805,Wrong Item,34.0,0
6254,113359,Late Delivery,48.4,50
6255,14312,Late Delivery,69.9,100
6256,14962,Late Delivery,18.9,50
6257,26623,Wrong Item,32.9,0
6258,17272,Late Delivery,52.2,0
6259,75066,Missing Item,8.4,50
6260,26752,Late Delivery,42.9,0
6261,36765,Missing Item,71.0,0
6262,101895,Wrong Item,8.2,0
6263,108896,Late Delivery,32.7,200
6264,119454,Late Delivery,30.1,200
6265,46375,Late Delivery,10.5,0
6266,8894,Payment Issue,18.3,100
6267,2580,Missing Item,28.7,100
6268,9279,Wrong Item,38.9,0
6269,34145,Late Delivery,51.7,0
6270,37564,Late Delivery,12.7,100
6271,59291,Late Delivery,54.4,100
6272,68823,Late Delivery,2.1,0
6273,71160,Wrong Item,71.5,50
6274,119200,Late Delivery,54.9,0
6275,105138,Late Delivery,25.2,50
6276,17517,Missing Item,6.1,100
6277,112313,Payment Issue,27.8,50
6278,79857,Late Delivery,39.2,0
6279,108578,Missing Item,14.3,100
6280,25279,Wrong Item,53.9,0
6281,67499,Late Delivery,22.7,300
6282,83076,Missing Item,29.9,0
6283,105557,Wrong Item,15.7,0
6284,80779,Missing Item,41.1,50
6285,75420,Missing Item,63.6,0
6286,64622,Late Delivery,55.5,50
6287,64374,Late Delivery,20.2,100
6288,65275,Late Delivery,52.5,50
